INDEX,HS,CN,TARGET,VERSION
1582,Jews can only behave in a bad way.,"The problem of anti-Semitism in the UK is far from over, if you are concerned about Jewish people, maybe think about the rise of anti-Semitism instead.",JEWS,V3
1644,They don't understand we have mongrelization problem in this world. Our children are being groomed by migrants!,Can you think of a single example of a child being groomed by a migrant?,MIGRANTS,V3
1645,They don't understand we have mongrelization problem in this world. Our children are being groomed by migrants!,"When you say that children are being groomed by foreigners, what exactly do you mean?",MIGRANTS,V3
1641,"Migrants just want to work, but don't want to pay the tax",Migrants pay the full value of their taxes as we do for our own. They are not different from us.,MIGRANTS,V3
1642,"Migrants just want to work, but don't want to pay the tax","Because they are workers, they have to pay taxes like anyone else.",MIGRANTS,V3
786,"Go fuck yourselves disgusting Muslims! You wont marry my kids or grandchildren, we all hate you!","May I remind you to mind your language? Do you want to share your anger, maybe I can help you?",MUSLIMS,V1
866,"Go fuck yourselves disgusting Muslims! You wont marry my kids or grandchildren, we all hate you!",So much hatred. We must respect and understand all peoples.,MUSLIMS,V1
157,"I don't know about you, but I have no idea where to put these migrants. All they can do is do miserable jobs or steal pensions from us old people.",Migrants need help. They flee to find better living conditions and I think our country is suited to their needs.,MIGRANTS,V1
158,"I don't know about you, but I have no idea where to put these migrants. All they can do is do miserable jobs or steal pensions from us old people.","You shouldn't believe to everything you read, or maybe read something about the contribution that migrants have made over the centuries, including to the tax and national insurance schemes that pay for our pensions and other benefits.",MIGRANTS,V1
1611,"We should start a witch hunt against those LGBT people, they are just creating troubles.",Do you really think that these people are intentionally creating trouble rather than being interested in pursuing their life as they feel it best?,LGBT+,V3
3564,"We should start a witch hunt against those LGBT people, they are just creating troubles.","Those are harmful words to use, don't you think? How would a witch hunt be acceptable in a democratic society?",LGBT+,V6_kc
1602,LGBTI people are less healthy than other people.,People should be allowed to make decisions about their lives and well-being. This is a case of of discrimination against LGBT people.,LGBT+,V3
1603,LGBTI people are less healthy than other people.,"Just because people are homosexuals, it doesn't mean they are less healthy. I think there are many heterosexual people in the world who equally unhealthy.",LGBT+,V3
1600,Sexually transmitted diseases like gonorrhea and syphilis can be passed through contaminated homosexual activity.,"Gonorrhea and syphilis can be prevented by practicing safe sex. And that is something that every person can do, not only homosexuals.",LGBT+,V3
1599,Sexually transmitted diseases like gonorrhea and syphilis can be passed through contaminated homosexual activity.,"All people who engage in unprotected sexual activity are in danger of transmitting diseases. This is not a problem of homosexual people only, even if they are those being stigmatized.",LGBT+,V3
1579,Jews can only act in a bad way.,"Even if some Jews act wrongly, many of them are good, and this simply isn't related to their religion.",JEWS,V3
1581,Jews can only act in a bad way.,"In the real world there are good and bad Jews, just like it is for any human being.",JEWS,V3
804,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,Child rapists are arrested and punished no matter what religion they follow. I do not think it is true that police does not counteract it.,MUSLIMS,V1
860,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,That is what the headlines suggest BUT actual cases where migrants are the abuser are just a drop in the ocean compared to the total number of cases.,MUSLIMS,V1
1573,All Afro-Caribbean people are illegal immigrants.,"It is likely that you do not know that all the countries on the planet have laws against illegal immigration, and not against Afro-Carribbean people. This may happen because to relate an illegal act to a whole ethnic group is not reliable and may be racist.",other,V3
1574,All Afro-Caribbean people are illegal immigrants.,"Most countries on earth have laws against immigration. But there are no restrictions on a whole ethnic group, because there is no evidence that what you say is true.",other,V3
3969,Feminism is a political philosophy and movement that advocates the use of women's rights as a weapon against the male gender.,"Feminism is about the equality of the sexes, and many women use feminism as a mean to achieve their legitimate goals. Through equality they can get to the opportunities that otherwise won't be accessible to them.",WOMEN,V6_kc
1562,Feminism is a political philosophy and movement that advocates the use of women's rights as a weapon against the male gender.,This is just a misogynistic and mean allegation that has no foundation in facts.,WOMEN,V3
1556,Blacks are just an inferior bloodline to our own. We should remove them.,"Human beings are members of a unique and interrelated human family, which is defined by their similarities and differences, not by the colour of their skin.",POC,V3
3966,Blacks are just an inferior bloodline to our own. We should remove them.,The concept of race is a social construct and was created to promote segregation by discriminating groups of people. To label a person by their biological makeup is not conducive to the respect of a person's humanity.,POC,V6_kc
1548,Muslims are just a bunch of hypocrites. They hate gays and women.,"In the real world there are many hypocrites, not necessarly Muslims.",MUSLIMS,V3
1549,Muslims are just a bunch of hypocrites. They hate gays and women.,"In the real world there are many hypocrites, some of them are Muslims. What do you mean by 'hating gays and women'?",MUSLIMS,V3
1544,The Koran says that men are superior to women.,Islam is not a misogynist religion. It is also not about oppressing women.,MUSLIMS,V3
1545,The Koran says that men are superior to women.,Women should be given equal rights. Not all Muslims are misogynists.,MUSLIMS,V3
833,99% of Muslims in the UK are unemployable and refuse to work.,"The vast majority of them bring necessary skills into our economy/society. Plus, they are eager to work. I would suggest to check your sources?",MUSLIMS,V1
799,99% of Muslims in the UK are unemployable and refuse to work.,That is a blatant lie. (attach unemployment statistics),MUSLIMS,V1
849,"Don't call Islam a peaceful religion. Consult the evidence on Muslim child rapists. Children were raped by more than 10 people in a night, up to 100 in a week. Why is the media ignoring this?","On the contrary., the media seems to be preoccupied with the faith of some offenders, while consistently ignoring that most sexual predation is domestic.",MUSLIMS,V1
801,"Don't call Islam a peaceful religion. Consult the evidence on Muslim child rapists. Children were raped by more than 10 people in a night, up to 100 in a week. Why is the media ignoring this?",Rape is a universal problem just like war and murder. There is no reason to attribute such crimes to a religious group.,MUSLIMS,V1
881,"Children with Down syndrome are retarded, so more likely to abuse drugs and alcohol.",Or maybe children who have Down syndrome are at higher risk of physical abuse and bulling.,DISABLED,V2
882,"Children with Down syndrome are retarded, so more likely to abuse drugs and alcohol.",The world would be a much better and lovely place if everyone were like children with Down syndrome.,DISABLED,V2
1273,"We do not want migrants here but if they have to work, why should we pay for their homes?",Why shouldn't we welcome migrants who work in our country?,MIGRANTS,V2
1274,"We do not want migrants here but if they have to work, why should we pay for their homes?",You do know that migrants make a major contributon to their the host country?,MIGRANTS,V2
1650,Refugees are a problem in our country. We are overwhelmed.,"Despite what you may hear, there are not many refugees in the UK, only around the 0.26%. Compared to many countries both in Europe and the Middle East, we are not that welcoming and should really be ashamed.",MIGRANTS,V3
1651,Refugees are a problem in our country. We are overwhelmed.,There have been a huge decrease in applications for asylum in UK in the last 15 years.,MIGRANTS,V3
1254,"Women are basically childlike, incapable of serious thought and emotion.","For all we know, men can be born with the same emotional intelligence as women, and viceversa.",WOMEN,V2
1255,"Women are basically childlike, incapable of serious thought and emotion.",Women have thoughts and emotions as well.,WOMEN,V2
201,Jews are cheap.,"This is just a myth, disproved by the tzedakah tradition of giving to the poor. Just in America, this religious call has resulted in an impressive record of philanthropy (and not only to Jewish causes).",JEWS,V1
274,Jews are cheap.,"This is just a myth: in America alone, there is an impressive record of philanthropy amongst Jews.",JEWS,V1
1062,I have a feeling that if we removed the Quran from schools it would immediately go on a rampage destroying our beautiful and peaceful country.,"The Quran contains references to religions from around the world and throughout history, so it is an accurate and peaceful document. It does not show a flood of violence, therefore it is not a bomb to be removed.",MUSLIMS,V2
1063,I have a feeling that if we removed the Quran from schools it would immediately go on a rampage destroying our beautiful and peaceful country.,Removing any book from public schools would be a step backwards. Censorship is a step towards indoctrination and dictatorship: I think this is a dangerous move as well. It would send a message to our children that Islam is a dangerous religion and Muslims are dangerous people.,MUSLIMS,V2
1056,LGBTs are a drain on society.,"Sexual abuse, physical abuse and even the lack of security can be more harmful to the overall health of a society.",LGBT+,V2
1057,LGBTs are a drain on society.,"This is a comment made about any other so-called ""different"" group of people too. So imagine, even white Christians are different for some others.",LGBT+,V2
1053,Do you really want to redefine marriage?,"If you take LGBT peoples rights into consideration, of course the practice of marriage needs to be redefined.",LGBT+,V2
1054,Do you really want to redefine marriage?,Marriage exists not only in a white supremacist context. And its definition is not only their prerogative.,LGBT+,V2
928,Our society is becoming too much sexualised and tolerant towards LGBTI people.,"For all you say, I think your point is that the societal trend seems to be for more acceptance and you don't like it. Or maybe you are complaining that this change is happening too quickly? In any case, we have to accept it since it is in line with basic respect of human rights.",LGBT+,V2
927,Our society is becoming too much sexualised and tolerant towards LGBTI people.,"This is something that we have to accepts since it is in line with basic respect of human rights - even if, in the past few years, the anti-LGBT campaigns such as the one in Russia, have made headlines all across the globe.",LGBT+,V2
1042,The Nazis killed six million Jews and buried another three million. This is the West we love.,"The virulent anti-Semitism of the Nazi regime has little to do with ""the West"", and everything to do with death, destruction and insanity.",JEWS,V2
3758,The Nazis killed six million Jews and buried another three million. This is the West we love.,"And so it is that the European Union - and by extension the West as a whole - could become a death cult again, ruled by a small, violent, authoritarian handful of nazism nostalgics.",JEWS,V6_kc
945,"Women need to accept that they are weak, they must be submissive to men.","On the contrary: our culture is predestined to have female rulers, and female rulers are the pinnacle of civilization, they are proud and brave.",WOMEN,V2
3986,"Women need to accept that they are weak, they must be submissive to men.","I want women to be strong and independent and able to take up any career they want. If women choose to be submissive to men then that is their choice, but you cannot suggest that being treated this way in spite of their choices is ok.",WOMEN,V6_kc
1036,"We should keep immigration down. The more immigrants there are, the harder it is for us all to be proud of our nations.",Why do we have to go to such lengths to be proud of our nations? Is it a burden? Do we have to save our honour? Why can't we just be happy in our own skin?,MIGRANTS,V2
1037,"We should keep immigration down. The more immigrants there are, the harder it is for us all to be proud of our nations.","Perhaps we are too proud of our nations, to the point that we shame our brother-in-arms?",MIGRANTS,V2
1033,Immigrants don't pay the tax because they are dishonest.,"Their income is actually heavily taxed. To make it easier for you, we should take a look at the effective tax rate on immigrant earnings.",MIGRANTS,V2
1034,Immigrants don't pay the tax because they are dishonest.,Immigration is a source of substantial revenue to states. A study from 2002 shows that there are several immigrant groups that pay a substantially higher percentage of their income on top of the taxes they would normally be eligible for.,MIGRANTS,V2
1022,Now we can't use the N-word anymore. This political correctness is killing our culture.,The N-word is an insult that is still used to demean African Americans. It has nothing to do with political correctness.,POC,V2
1023,Now we can't use the N-word anymore. This political correctness is killing our culture.,"If it's a cultural issue then they should teach about the N-word only in history classes. Otherwise, it's just another excuse to justify racism.",POC,V2
1016,"Afrocentricity is a force of black oppression, and only perpetuates inequality.","First of all, you have to understand that every single person in every country has the right to self-determination.",POC,V2
1017,"Afrocentricity is a force of black oppression, and only perpetuates inequality.","Most cultures and ethnicities, regardless of their differences, demands respect for a person's personal life. Therefore, when it comes to identity we have to be respectful.",POC,V2
2486,"Women are basically childlike, they remain this way most of their lives. Soft and emotional.","Aren't you referring to Peter Pan syndrome, which is more common amongst men?",WOMEN,V4
950,"Women are basically childlike, they remain this way most of their lives. Soft and emotional.","Soft and emotional is an umbrella term that covers everything: we all experience emotions, soft and emotional is a fact of life.",WOMEN,V2
987,Jews are are racist: they want to preserve their own race and purity of their own blood. This is why many people are banned from entering Israel.,"Israelis have been proud of their diverse backgrounds, and there are many Israelis living all across the world, including in many countries in Africa, Asia and the Americas. It is not a 'pure race' at all.",JEWS,V2
3860,Jews are are racist: they want to preserve their own race and purity of their own blood. This is why many people are banned from entering Israel.,"Maybe Jews have suffered from being banned by other cultures so they closed in on theirself. But I would say, that there's no evidence that they are trying to preserve what you called their race.",JEWS,V6_kc
2496,Women should not be allowed to work.,"That is a rather extreme view. If a women is not allowed to have a job, then there is gender discrimination at work.",WOMEN,V4
3175,Women should not be allowed to work.,"Well, they surely are, and so long as they are getting a decent, equal wage, who are you to complain about a person's right to choose a career?",WOMEN,V6_sbf
202,Jews are cheap and only care about their comrades.,"What about American Jewish philanthropists such as Julius Rosenwald, who built schools for Black children in the South during the 1930s or Nathan Strauss, who set up deposits to distribute milk to families in poor areas of New York? Or Adolphus Solomons and Clara Barton, that laid the foundation for the American Red Cross? And what about the Guggenheims, who established the Guggenheim Foundation to support artists in America? Should I continue?",JEWS,V1
275,Jews are cheap and only care about their comrades.,"What about the many American Jewish philanthropists who contributed to the wealth of our nation such as Julius Rosenwald, Nathan Strauss, Adolphus Solomons and Clara Barton (to mention just a few)?",JEWS,V1
979,"If immigrants were to live here, it would be hard to find a job",Please don't apply these stereotypes. The majority of them are willing to do the jobs we don't want to do.,MIGRANTS,V2
980,"If immigrants were to live here, it would be hard to find a job",Are you sure that it would be hard to find a job?,MIGRANTS,V2
966,What this nigga have to do with being a Westerner?,What exactly is 'a Westerner'? Someone who is only a white European?,POC,V2
967,What this nigga have to do with being a Westerner?,"They are not necessarily 'a Westerner', still a human being and a citizen.",POC,V2
200,Jewish landlords are greedy and exploit their tenants.,"Let's make a different example: If a Christian storeowner were dishonest with you, would you describe the owner as a dishonest Christian merchant or just as a dishonest merchant?",JEWS,V1
273,Jewish landlords are greedy and exploit their tenants.,"If a Christian landlord were dishonest with you, would you describe him as a dishonest Christian landlord or just as a dishonest person?",JEWS,V1
920,"According to the Bible, then gays are an abomination to God.",The Bible clearly teaches that everyone is born equal in dignity with the Lord.,LGBT+,V2
1049,"According to the Bible, then gays are an abomination to God.",Homosexuality has been practiced throughout history in all major civilizations. It is just that today's people accept homosexuality as normal and accept people of other backgrounds too.,LGBT+,V2
1104,I hate immigrants they are just a bunch of criminals and terrorists.,"The terrorist attacks in EU have been devastating for people across the continent. The 'hated' do not feel welcome and the whole thing is deeply concerning for a host of reasons. Still, the sentiments of 'we hate foreigners' is not the solution: it is counterproductive and distorts the truth.",MIGRANTS,V2
1107,I hate immigrants they are just a bunch of criminals and terrorists.,I can't imagine that refugees pose a threat to our citizens or our country.,MIGRANTS,V2
2504,All Jews are criminals.,This is a myth perpetuated by individuals who wish to delegitimize and isolate individuals based on their religion. All religions have value and a positive role in society. Judaism is no exception.,JEWS,V5
908,All Jews are criminals.,"Although antisemitism is a pervasive and longstanding problem in many parts of the world, it has historically been particularly strong and sustained in our country. Your statement is a further evidence of this.",JEWS,V2
1237,Feminism is a set of rigid political and moral prescriptions and the result is that women are either subservient to the men in power or that they are subhuman.,Don't lie to yourself: patriarchy is a system of ideas that is oppressive and harmful to all. Feminism means to fight for equal rights for women and for men.,WOMEN,V2
1238,Feminism is a set of rigid political and moral prescriptions and the result is that women are either subservient to the men in power or that they are subhuman.,"I find it hard to believe that feminism is ""rigid"" in that it doesn't prescribe doctrines through traditional rules and etiquette.",WOMEN,V2
3963,I hate negros: they killed a cop!,"Sorry about your loss. I know your pain. The murderers will be charged, but remember that not all POC are killers.",POC,V6_kc
188,I hate negros: they killed a cop!,"So are you blaming all of them? Lets say you are in a group of 10 people, 1 is a killer, does that make you ALL killers? Are you serious?",POC,V1
1214,We must protect the security of the West from Islam.,"It seems tou don't think the law applies to those you don't like. Laws protect Muslims and non-Muslims equally , so there is no need for you to be concerned about 'protecting the security of the West'.",MUSLIMS,V2
1215,We must protect the security of the West from Islam.,"Muslims coming from abroad are subject to the same laws as citizens, which means they should be able to work, pay taxes and get on with it, even if they are not born here. I don't see these activities as a threat to 'the security of West', do you?",MUSLIMS,V2
1202,All Muslims are Terrorists.,"Maybe it would be better to stop using Muslims as a target and subduing innocent ones, and start talking about real problems in our society, like racism and islamophobia.",MUSLIMS,V2
3812,All Muslims are Terrorists.,How can you say this?,MUSLIMS,V6_kc
1196,Muslims are a burden to society.,"Islam is a religion of tolerance, interdependence and social justice, not of discrimination and hostility.",MUSLIMS,V2
2215,Muslims are a burden to society.,Would you say the same thing about people from any other faith?,MUSLIMS,V4
1193,"Islam is not a peaceful religion, it is a cult of violence.","Which would you say is the highest ranked religion on Earth then, and on what basis? Islam is a peaceful religion, why would Muslims want to do the opposite of what their religion teaches?",MUSLIMS,V2
3667,"Islam is not a peaceful religion, it is a cult of violence.",Do you know that in many countries in the world the majority of Muslims are in favour of the Constitution and in favour of democracy? Do you really think that a few extremists represent them all?,MUSLIMS,V6_kc
898,"Jews are inherently evil, they want to subvert Western society.","Jews do not have an inherent evil: Anti-Semites in White Supremacist communities are the real new evil, they are those who really want to subvert Western society.",JEWS,V2
899,"Jews are inherently evil, they want to subvert Western society.","Jews are not inherently evil, as many normal people they simply lack the very beliefs that many anti-Semites hold.",JEWS,V2
1171,Islam is simply an ideology of conquest,The Qur'an is not an ideology of conquest. If you wanted to impose your religion on anyone you would rather be a fundamentalist of any culture and religion.,MUSLIMS,V2
1172,Islam is simply an ideology of conquest,"The creation of Muslim communities, giving the believers a sense of identity and sense of purpose, is not the same as an ideology of conquest.",MUSLIMS,V2
4536,Jews control the U.S. government.,How can you be sure that the Jews control the U.S. government? Being a U.S. citizen does not automatically imply that they control the government.,JEWS,V6_mix
1110,Jews control the U.S. government.,Which evidence do you have that Jews control the U.S. government? They are rather a small but active minority within it.,JEWS,V2
1152,"Muslims are boring. They are all talk, no action. They speak English, but do nothing.","A lack of information about our fellow Muslim people, their different beliefs and ways of life is a major weakness in your argumentation and should be addressed.",MUSLIMS,V2
1151,"Muslims are boring. They are all talk, no action. They speak English, but do nothing.",Do you know what the 'Muslims are boring' group has been preaching for years? They are promoting false and inflammatory stories about Muslims.,MUSLIMS,V2
1145,Sharia law in Britain is a disgrace and must be stopped immediately.,It is important to understand that this is a voluntary system and is not the norm. There is no hard law threatening the British population.,MUSLIMS,V2
3940,Sharia law in Britain is a disgrace and must be stopped immediately.,"For the record: Sharia law is no law in Britain. I believe that Islam is about love, not hate.",MUSLIMS,V6_kc
3581,"Children should be raised by heterosexual parents, not gays. It is the best system ever.",Sexual orientation is not linked to good parenting. What is the connection between the two things?,LGBT+,V6_kc
919,"Children should be raised by heterosexual parents, not gays. It is the best system ever.",What about abusive heterosexual parents?,LGBT+,V2
1125,Holocaust is a myth. Jews are just like every other foreigner and should be despised. There is no difference.,"Jews have their own unique culture, and share the history of persecution and forced conversion. They should not be despised for their religious beliefs.",JEWS,V2
1126,Holocaust is a myth. Jews are just like every other foreigner and should be despised. There is no difference.,Historians instead agree that there were in fact persecution camps.,JEWS,V2
1123,Jews control Hollywood and the media.,If that were the case I am sure there would be more positive media portrayals of Judaism?,JEWS,V2
1124,Jews control Hollywood and the media.,"Not all Jews are involved with Hollywood, some are even repulsed by it. So, why are you saying that?",JEWS,V2
3853,Jews have a stranglehold on the American government.,To say that they have a stranglehold is not much different than to speak against minorities that in the past have been persecuted.,JEWS,V6_kc
1117,Jews have a stranglehold on the American government.,"Does that mean Jews as a 2,5% minority can control all levels of government? In a democratic country, we believe that every minority should be represented in the government and it guarantees that noone has total control over anything.",JEWS,V2
1112,"The Jews are always seeking to subvert everything that we hold most dear. Like the establishment of the European Union, which they view as an attack on their culture.","They don't do that! They don't want to subvert society and change its character, but simply to practice their religion peacefully.",JEWS,V2
1113,"The Jews are always seeking to subvert everything that we hold most dear. Like the establishment of the European Union, which they view as an attack on their culture.","The European Union is a wonderful development, as well as an example of how to promote the integration of people with different cultures. There is no reason why Jewish people should be seeking to subvert it.",JEWS,V2
1646,We don't want foreigners here. We should get rid of them!,Why would you want to get rid of foreigners? How would you go about that?,MIGRANTS,V3
1647,We don't want foreigners here. We should get rid of them!,"You cannot ""get rid of"" foreigners since they are legal residents as you are.",MIGRANTS,V3
1210,Muslims are a problem for all other religions.,"Islam is an an independent and tolerant religion, a way of life that has been adopted and encouraged by Muslim communities worldwide for thousands of years. It shouldn't be a problem to others, in which ways do you think it is?",MUSLIMS,V2
1211,Muslims are a problem for all other religions.,Muslims are not a problem to me. What do you think makes them problematic?,MUSLIMS,V2
787,Islam is just a moon cult masquerading as a religion.,Pretty impressive 'cult' to have produced 12 Nobel Prize winners.,MUSLIMS,V1
783,Islam is just a moon cult masquerading as a religion.,"Yes, a 'moon cult' that has been around for thousands of years, has holy books, formed the basis for many early and modern societies. Sounds a lot like any other real religion to me?",MUSLIMS,V1
3861,Jews totally run Hollywood.,Are you referring to Jews controlling all major media corporations? Where is your proof?,JEWS,V6_kc
213,Jews totally run Hollywood.,Jews have played an important part in the development of the movie industry and some find themselves in high-profile positions. But you only need to watch the Academy Awards to see that Jews do not dominate the movie industry.,JEWS,V1
2177,Islam is a disease and a cancer on our societies.,"This is not true. Islam is a religion that was created to unite people, and that's why it is important to love each other and be kind to one another, regardless of one's religion.",MUSLIMS,V4
2178,Islam is a disease and a cancer on our societies.,We do not have a 'cancer' on our societies. Instead we are actually creating hate through the idea that a group of people is comparable to a disease.,MUSLIMS,V4
2169,"Islam is a violent religion that promotes rape, murder and slavery.","The Quran does not advocate the practices listed above, so why do you say that?",MUSLIMS,V4
4453,"Islam is a violent religion that promotes rape, murder and slavery.","How about we stop promoting these beliefs and work on reducing the number of people that are induced to believe to these xenophobic and false claims, instead?",MUSLIMS,V6_lab
2152,"The migrants are all criminals, drunk and drug addicts.","Please stop writing things like that about migrants, they are not criminals. It is more accurate to say that they have a problem because they are hated in their new home.",MIGRANTS,V4
2153,"The migrants are all criminals, drunk and drug addicts.","The idea that all migrants are criminals is a myth. Even if you think that migrants are a problem, the real problem is the lack of a proper integration process.",MIGRANTS,V4
2131,We are not living in a state to welcome refugees.,The refugee crisis is a global problem. The EU has a responsibility to provide protection and welcome refugees.,MIGRANTS,V4
2132,We are not living in a state to welcome refugees.,Refugees are not a burden. We can welcome them and provide for their needs.,MIGRANTS,V4
2129,"The West has been attacked by immigrants, they are the real problem for our countries.",There is no proof that immigrants are responsible for the problems we are having in Europe.,MIGRANTS,V4
3631,"The West has been attacked by immigrants, they are the real problem for our countries.",The UK has always been a melting pot of cultures and humanity. We are stronger together than apart. How would the immigrants represent an 'attack' to the west?,MIGRANTS,V6_kc
2125,"There is an invasion going on within our borders. These migrants are not assimilating. They are bringing disease, crime, and misery.","Migrants integrate very well with our culture, especially when they don't have negative experiences, such as discrimination and racism.",MIGRANTS,V4
2119,"There is an invasion going on within our borders. These migrants are not assimilating. They are bringing disease, crime, and misery.","Migrants integrate very well with our culture, especially if they do not have any previous negative experiences with our society.",MIGRANTS,V4
3877,"This is not acceptable, to have all this faggots spreading HIV, it's not ok to tolerate this: we have to eradicate them.",This is not true. And it is important to note that this canard is used to persecute gay men.,LGBT+,V6_kc
2110,"This is not acceptable, to have all this faggots spreading HIV, it's not ok to tolerate this: we have to eradicate them.","It's about time we do more to prevent and assist people suffering from HIV/AIDs, not to stop people from freely living their love life.",LGBT+,V4
2083,"Jews are not a religion, they are born like this and will never heal from their illness.","You mean that, in your opinion, to be Jewish is an immutable and negative characteristic? Why?",JEWS,V4
3869,"Jews are not a religion, they are born like this and will never heal from their illness.","I disagree, Jews are religious people that have always been part of the community. And they have persecuted because of it. I believe this is what you meant by 'wouldn't heal'.",JEWS,V6_kc
2073,"All these retarded people are animals, they are not allowed in this factory, these animals are not fit to work.",The fact that a person may be disabled does not diminish their right or ability to work.,DISABLED,V4
2074,"All these retarded people are animals, they are not allowed in this factory, these animals are not fit to work.",The fact that a person may have some disability does not make them unsuitable for work.,DISABLED,V4
3936,We need special laws to control Muslims. They are just a trouble.,"If you mean that Muslims are not part of our community, then you are missing out an important part of British life.",MUSLIMS,V6_kc
2060,We need special laws to control Muslims. They are just a trouble.,"We don't need laws and policies to control Muslims. Instead we need to solve problems by sharing knowledge, by decreasing social inequalities, by ending poverty and a whole host of other things.",MUSLIMS,V4
4450,Islam is not a religion of peace.,"As a matter of fact, Islam is about love, not hate.",MUSLIMS,V6_lab
2054,Islam is not a religion of peace.,The teaching of the Qur'an as a peaceful book is not to be confused with the promotion of violent jihad and terrorism.,MUSLIMS,V4
749,Islam is irrational and incompatible with science.,We use Arabic numbers.,MUSLIMS,V1
734,Islam is irrational and incompatible with science.,Ever heard of Al-Khawarizmi? You have him to thank for quite a lot of mathematics and astronomy!,MUSLIMS,V1
2043,Islam is a religion that promotes murder and rape.,"Islam, as is taught in the Quran, is a peaceful religion/ The problem is that it is 'politicized' by certain misguided individuals. The fault is with them and not Islam.",MUSLIMS,V4
2036,Islam is a religion that promotes murder and rape.,"As Islam teaches love and peace, it is not about killing and raping.",MUSLIMS,V4
2018,Immigration is mainly a British problem.,"Many of the people who immigrate to the UK come here to work, study or visit their family. They contribute greatly to the economy and pay taxes.",MIGRANTS,V4
2019,Immigration is mainly a British problem.,Most of the people who migrate to the UK come here to work.,MIGRANTS,V4
2011,Jews want to have it all,"We all want to be wealthy, well-connected and famous, without having to work.",JEWS,V4
2006,Jews want to have it all,Aspiration is not confined to a particular faith..,JEWS,V4
737,Another rapist from Pakistan. We should deport them all back to their disgusting country.,What have 'all' Pakistani people done to deserve deportation? Sweeping generalisations like this are divisive and fuel false fearmongering around migrants.,MUSLIMS,V1
740,Another rapist from Pakistan. We should deport them all back to their disgusting country.,"Why do you call Pakistan a disgusting country? It has its culture and values. We cannot say that every Pakistani person is a rapist. Thus, you should not insult all the Pakistani people.",MUSLIMS,V1
3484,Feminism is about the destruction of manhood.,Feminism is about equality. Not the destruction of manhood.,WOMEN,V6_sbf
1991,Feminism is about the destruction of manhood.,"The feminists do not want to see the complete absence of manhood, they want to strengthen equality.",WOMEN,V3
3109,Muslims have no place in a civilised Europe.,Surely people born in Muslim countries should have the same opportunities as those from non-Muslim countries?,MUSLIMS,V6_sbf
2182,Muslims have no place in a civilised Europe.,"A lot of Muslims live in the UK, and we are a cosmopolitan society. Muslims are not a 'uncivilised' people, they simply have different beliefs than you.",MUSLIMS,V4
707,"Equality is crap, even for woman. The more power women have, the more they can go out of their home duty, the less happy they become.","Thanks to feminism, women now have a choice between either having a family, having a career, or balancing both - which can be challenging for people to manage, of course.",WOMEN,V1
709,"Equality is crap, even for woman. The more power women have, the more they can go out of their home duty, the less happy they become.","Same reasoning could be applied to men. They also have these problems, but are less likely to be personally chastised for how they make those same choices.",WOMEN,V1
1985,Feminism is a hate movement.,Feminists are fair and believe that all people should have equal rights.,WOMEN,V3
1986,Feminism is a hate movement.,"It is not a hate movement, it is simply a movement for equality between the genders. It is about the right of all people to be treated as equals. Not the hate of a certain gender.",WOMEN,V3
3268,Muslims have no place in civilised Europe. They have nothing to contribute to our society.,This is not true: Muslims are a very important part of our society. They are our neighbours and our friends.,MUSLIMS,V6_sbf
2228,Muslims have no place in civilised Europe. They have nothing to contribute to our society.,People who have never even met a Muslim can understand one.,MUSLIMS,V4
2472,Feminists are against the interests of the men.,Feminists are all for equal rights and opportunity. Men's rights are necessary for achieving both.,WOMEN,V4
2471,Feminists are against the interests of the men.,You would be surprised how many feminists are very good at convincing people that changing a misogynistic and violent world is not against the interests of men.,WOMEN,V4
2489,Feminists have destroyed Western civilization.,"Strange that you would say this, given all the progress the West has made in so many areas, is thanks to women.",WOMEN,V4
2490,Feminists have destroyed Western civilization.,"Equal rights for women is surely a cornerstone of Western civilisation, rather than its apotheosis?",WOMEN,V4
3826,"Black minorities vote to strip wealth, power and opportunity from White people.","We are all equal in the eyes of the law, and we are all born equal in dignity and rights. Diversity of thought and belief is a strength, discrimination is not.",POC,V6_kc
2461,"Black minorities vote to strip wealth, power and opportunity from White people.","Minorities would never hope for such an impact on the rest of the society. Instead, they vote for the equal wealth, power, and opportunity for everyone.",POC,V4
674,"I'm not calling for bullying or body-shaming fat people, just for some societal disapproval.","This is just a terminological nuance. Once body-shaming of obese people is normalised by your definition of ""societal disapproval"", it will be difficult to ensure that individual members of society carefully consider their exact message before treating overweight people with rudeness.",other,V1
675,"I'm not calling for bullying or body-shaming fat people, just for some societal disapproval.","This discouragement or disaproval (as you call it) has and will likely continue to take the form of shaming individuals, regardless of the terminology you use.",other,V1
1664,Bring back lynchings and death sentences to kill those migrants.,How about we return to a time when people were convicted and executed for crimes that never happened? You can tell me where the right to a fair trial is in that case.,MIGRANTS,V3
1663,Bring back lynchings and death sentences to kill those migrants.,"To punish people for their crimes does not mean that you have to resort to the death penalty for innocent people, just because they are coming from other countries.",MIGRANTS,V3
2401,We are surrounded by Muslims and they are all the same. They are all terrorists.,The reason why I cannot understand what you are saying is because you are probably from a different planet. Do you know what being a Muslim means?,MUSLIMS,V4
